SUBSTATION_VOLTAGE,SYS_NAME,EXISTING_GEN,QUEUED_GEN,TOTAL_GEN,PROJECTED_LOAD,PENETRATION_LEVEL,MAX_REMAIN_CAP,PERCENT_15_CAP,NOTE,CIRCUIT_ID,CIRCUIT_NAME,CIRCUIT_VOLTAGE,SUB_NAME,OBJECTID,Shape__Length
66/16 kV,La Fresa 220/66 System,0.021,0.07,0.091,10.47,0.2,13.18,1.55,Interconnection studies in this area have identified adequate deliverability.,2167032,Dominguez,16,La Fresa,1146,76879.9580658372
115/12 kV,Victor 220/115 System,0.402,0,0.402,6.13,6.7,9.59,0.51,Interconnection studies in this area have identified adequate deliverability.,2167033,Donert,12,Savage,1147,32942.9517097578
66/12 kV,Center 220/66 System,0.544,0.49,1.034,9.73,7.64,9.26,0.72,Interconnection studies in this area have identified adequate deliverability.,2154619,Donald,12,Stewart,1148,50578.0449356793
66/16 kV,Lighthipe 220/66 System,0.066,0,0.066,5.03,1.31,13.13,0.69,Interconnection studies in this area have identified adequate deliverability.,2154620,Donna,16,Carson,1149,22323.208365171
115/12 kV,Valley 'D' 500/115 System,1.998,0,1.998,8.98,26.33,7.63,0,Deliverability in this area has not been determined by previous interconnection studies.,2175162,Fullback,12,Stadler,1150,47652.2701709716
66/16 kV,Eagle Rock 220/66 System,0,0,0,7.38,0,13.2,1.11,Interconnection studies in this area have identified adequate deliverability.,2159875,Fuller,16,Fairfax,1151,35866.0205069817
33/33 kV,Vea Death Valley Junction-86 System,1.042,1.872,2.914,4.36,66.83,24.08,0,Interconnection studies in this area have identified adequate deliverability.,2175163,Furnace Creek,33,Junction,1152,289911.063470334
66/12 kV,Viejo 220/66 System,0.978,0.226,1.204,8.75,12.25,8.93,0.24,Interconnection studies in this area have identified adequate deliverability.,2159878,Futuro,12,Viejo,1153,73177.670264571
66/16 kV,Santa Clara 220/66 System,1.404,0.01,1.414,4.25,34.12,11.75,0,Interconnection studies in this area have identified adequate deliverability.,2154621,Donlon,16,Somis,1154,157617.986796504
66/12 kV,Santiago 220/66 System,4.253,0.004,4.257,8.6,7.15,9.38,0.67,Interconnection studies in this area have identified adequate deliverability.,2167034,Doolittle,12,Macarthur,1155,71991.6538644499
66/12 kV,Vestal 220/66 System,0.497,0,0.497,3.53,18.86,9.33,0,Interconnection studies in this area have identified inadequate deliverability.,2146487,Doran,12,Earlimart,1156,122523.577604707
66/12 kV,San Bernardino 220/66 System,0.506,0,0.506,8.56,6.52,9.44,0.73,Interconnection studies in this area have identified adequate deliverability.,2146488,Dooley,12,Del Rosa,1157,51080.4633441904
66/16 kV,Moorpark 220/66 System,2.203,0.021,2.224,9.63,17.22,11.54,0,Interconnection studies in this area have identified adequate deliverability.,2175164,Gabbert,16,Moorpark,1158,117676.329587761
66/16 kV,La Cienega 220/66 System,0.546,0,0.546,7.11,5.21,12.83,0.7,Interconnection studies in this area have identified adequate deliverability.,2152397,Gable,16,Movie,1159,15698.3572863818
16/4.16 kV,Mesa 220/66 System,0.063,0,0.063,1.25,5.03,2.24,0.12,Interconnection studies in this area have identified adequate deliverability.,2152568,Gabrielino,4,Gabrielino P.T.,1160,4094.84392250063
66/16 kV,Mesa 220/66 System,0.627,0,0.627,13.2,4.92,12.55,1.33,Interconnection studies in this area have identified adequate deliverability.,2152559,Gainsborough,16,Ravendale,1161,33598.633238592
66/16 kV,Moorpark 220/66 System,0.721,0.159,0.88,8.26,13.41,12.09,0.13,Interconnection studies in this area have identified adequate deliverability.,2152560,Galahad,16,Latigo,1162,245560.070415883
66/12 kV,Antelope 220/66 System,0.824,0.008,0.832,7.4,11.82,9.13,0.24,Interconnection studies in this area have identified adequate deliverability.,2149765,Droid,12,Shuttle,1163,51081.9777555331
66/12 kV,Olinda 220/66 System,0.451,0,0.451,7.47,6.31,9.53,0.65,Interconnection studies in this area have identified adequate deliverability.,2149766,Drum,12,Telegraph,1164,37089.3948274016
66/12 kV,Etiwanda 220/66 System,1.518,0.007,1.525,9.81,16,8.43,0,Interconnection studies in this area have identified adequate deliverability.,2146819,Drone,12,Genamic,1165,73910.8518112708
66/16 kV,Saugus 220/66 System,0.114,0,0.114,11.85,1.09,13.07,1.65,Interconnection studies in this area have identified adequate deliverability.,2154812,Dry Canyon,16,Saugus,1166,49508.7643130221
66/12 kV,Santiago 220/66 System,0,0,0,2.57,14.3,9.63,0.02,Interconnection studies in this area have identified adequate deliverability.,2167237,Ducat,12,Santiago,1167,19981.4247239619
66/12 kV,Vestal 220/66 System,0.364,0,0.364,8.94,4.27,9.62,0.96,Interconnection studies in this area have identified inadequate deliverability.,2167238,Ducor,12,Terra Bella,1168,161536.028578936
66/12 kV,Vista A 220/66 System,1.218,0.028,1.246,8.61,14.79,8.73,0.02,Interconnection studies in this area have identified adequate deliverability.,2175166,Galena,12,Glen Avon,1169,80720.1632491524
33/12 kV,Kramer 220/115 System,0,0,0,0.5,0,10,0.08,Interconnection studies in this area have identified inadequate deliverability.,2152561,Galileo,12,Galileo P.T.,1170,45684.4620518698
33/12 kV,Mirage 220/115 System,0.433,0,0.433,7.85,8.59,9.33,0.5,Interconnection studies in this area have identified inadequate deliverability.,2175168,Gallon,12,Palm Village,1171,56009.9348045927
66/4.16 kV,Del Amo 220/66 System,0.248,0.005,0.253,2.3,10.99,2.05,0.09,Interconnection studies in this area have identified adequate deliverability.,2175349,Gallup,4,Lucas,1172,14425.9131141867
12/4.16 kV,Padua 220/66 System,0.161,0,0.161,2.3,7.23,2.13,0.18,Interconnection studies in this area have identified adequate deliverability.,2175350,Galvin,4,Euclid,1173,15078.39474826
115/12 kV,Vista 220/115 System,0.4,0,0.4,8.69,3.77,9.67,0.98,Interconnection studies in this area have identified adequate deliverability.,2154813,Duda,12,Maxwell,1174,46644.6612075325
66/16 kV,Goleta 220/66 System,0.803,0.004,0.807,11.8,7.01,12.37,0.94,Interconnection studies in this area have identified adequate deliverability.,2149767,Duffer,16,San Marcos,1175,79569.5009634408
115/12 kV,El Casco 220/115 System,1.691,0.014,1.705,8.66,20.37,8.24,0,Deliverability in this area has not been determined by previous interconnection studies.,2149768,Duke,12,Maraschino,1176,77137.8801048273
66/4.16 kV,Del Amo 220/66 System,0.13,0,0.13,2.3,6.24,2.16,0.2,Interconnection studies in this area have identified adequate deliverability.,2154814,Dunbar,4,Somerset,1177,15275.7966622193
115/12 kV,Valley 'Ab' 500/115 System,3.888,0.02,3.909,8.9,44.43,6.05,0,Deliverability in this area has not been determined by previous interconnection studies.,2152729,Gamble,12,Alessandro,1178,41064.6749914829
115/12 kV,Victor 220/115 System,1.309,0.028,1.337,5.75,23.65,8.64,0,Interconnection studies in this area have identified adequate deliverability.,2175351,Gambler,12,Phelan,1179,119214.237125601
115/12 kV,Devers 220/115 System,2.065,0.01,2.075,10,21.03,7.9,0,Deliverability in this area has not been determined by previous interconnection studies.,2152730,Garbo,12,Farrell,1180,55915.0684792106
66/12 kV,Rector 220/66 System,0.85,0.015,0.865,7.53,20.5,8.46,0,Interconnection studies in this area have identified inadequate deliverability.,2175353,Garcia,12,Visalia,1181,73020.3011522961
66/12 kV,Del Amo 220/66 System,0.311,0,0.311,6.03,5.28,9.68,0.59,Interconnection studies in this area have identified adequate deliverability.,2152731,Gard,12,Eric,1182,19091.6249965896
66/4.16 kV,Alamitos 220/66 System,0.297,0,0.297,2.3,13.14,2,0.04,Interconnection studies in this area have identified adequate deliverability.,2152732,Garford,4,Clark,1183,16408.4926661601
66/12 kV,Barre 220/66 System,0.778,0,0.778,7.78,3.62,9.72,0.89,Interconnection studies in this area have identified adequate deliverability.,2152734,Garza,12,La Palma,1184,21157.4054266424
16/4.16 kV,Laguna Bell De 220/66 System,0.057,0.003,0.06,2.3,2.88,2.23,0.28,Interconnection studies in this area have identified adequate deliverability.,2149939,Duncan,4,South Gate,1185,10116.8199393145
66/12 kV,Rector 220/66 System,1.428,0.01,1.438,6.98,23.59,8.35,0,Interconnection studies in this area have identified inadequate deliverability.,2154815,Dungan,12,Venida,1186,65024.9573905967
115/12 kV,Vista 220/115 System,0.728,0,0.728,6.24,11.72,9.27,0.2,Interconnection studies in this area have identified adequate deliverability.,2149940,Dunlap,12,Homart,1187,83542.6747075783
66/16 kV,Rio Hondo 220/66 System,0.279,0.01,0.289,10.64,3.62,12.82,1.21,Interconnection studies in this area have identified adequate deliverability.,2175354,Gardea,16,Amador,1188,69217.6035118439
66/4.16 kV,Goleta 220/66 System,0.168,0,0.168,1.54,14.71,2.07,0,Interconnection studies in this area have identified adequate deliverability.,2152562,Garden,4,Santa Barbara,1189,13661.0472151245
66/12 kV,Padua 220/66 System,0.665,0.292,0.957,7.94,24.09,8.09,0,Interconnection studies in this area have identified adequate deliverability.,2167035,Donohue,12,Cucamonga,1190,38592.5744745741
66/12 kV,Villa Park 220/66 System,0.358,0,0.358,5.56,6.35,9.65,0.48,Interconnection studies in this area have identified adequate deliverability.,2154622,Dorchester,12,Villa Park,1191,29663.7948197181
66/12 kV,Villa Park 220/66 System,0.245,0.005,0.25,5.34,4.86,9.74,0.54,Interconnection studies in this area have identified adequate deliverability.,2154623,Doris,12,La Veta,1192,23991.2600206109
115/12 kV,Valley 'D' 500/115 System,1.321,0.853,2.174,10,24.13,7.59,0,Deliverability in this area has not been determined by previous interconnection studies.,2154624,Dorman,12,Elsinore,1193,71748.5514068025
66/4.16 kV,Center 220/66 System,0.092,0.008,0.1,1.44,7.39,2.19,0.11,Interconnection studies in this area have identified adequate deliverability.,2152563,Gardendale,4,Imperial,1194,22893.3937662185
66/12 kV,Padua 220/66 System,0,0,0,10,0,10,1.5,Interconnection studies in this area have identified adequate deliverability.,2152564,Garlits,12,Cucamonga,1195,69301.653539132
66/12 kV,Del Amo 220/66 System,0.393,0.392,0.784,9.07,8.95,9.19,0.55,Interconnection studies in this area have identified adequate deliverability.,2154626,Dornes,12,Eric,1196,49132.9018673463
115/12 kV,Valley 'D' 500/115 System,1.093,0.008,1.1,8.17,13.79,8.87,0.1,Deliverability in this area has not been determined by previous interconnection studies.,2146659,Dorof,12,Skylark,1197,50457.399753096
66/12 kV,Etiwanda 220/66 System,4.151,0.008,4.159,8.41,47.56,6,0,Interconnection studies in this area have identified adequate deliverability.,2146660,Dorsey,12,Alder,1198,51027.7455781872
12/4.16 kV,Hinson 220/66 System,0.095,0,0.095,2.12,5.11,2.19,0.21,Interconnection studies in this area have identified adequate deliverability.,2167038,Dot,4,Daisy,1199,8021.54283122607
66/12 kV,Olinda 220/66 System,0.315,0,0.315,3.39,9.52,9.68,0.19,Interconnection studies in this area have identified adequate deliverability.,2161192,Gamma,12,Telegraph,1200,17446.7625808318
66/12 kV,Mira Loma 220/66 System,0.715,0.004,0.718,8.24,9.76,9.2,0.43,Interconnection studies in this area have identified adequate deliverability.,2161194,Garrett,12,Archibald,1201,62103.6806014784
16/4.16 kV,Goleta 220/66 System,0.016,0,0.016,0.55,2.89,2.28,0.07,Interconnection studies in this area have identified adequate deliverability.,2165583,Deigaard,4,Deigaard P.T.,1202,5101.89155312582
66/12 kV,Etiwanda 220/66 System,2.657,0.018,2.675,10,28.41,7.16,0,Interconnection studies in this area have identified adequate deliverability.,2149582,Digby,12,Randall,1203,48949.2223566091
66/4.16 kV,Ellis 'C' 220/66 System,0.214,0.005,0.218,1.58,11.91,2.11,0.05,Interconnection studies in this area have identified adequate deliverability.,2146662,Dover,4,Sullivan,1204,20394.7029956041
66/16 kV,Rio Hondo 220/66 System,0.517,0,0.517,9.72,5.36,12.68,0.94,Interconnection studies in this area have identified adequate deliverability.,2154627,Ambrus,16,Bradbury,1205,72062.7599286083
16/4.16 kV,La Cienega 220/66 System,0.227,0,0.227,1.83,12.79,2.07,0.04,Interconnection studies in this area have identified adequate deliverability.,2146663,Dowell,4,Windsor Hills,1206,12091.8759582076
33/12 kV,Devers 220/115 System,0,0,0,0.44,0,10,0.07,Deliverability in this area has not been determined by previous interconnection studies.,2154427,Dillon,12,Garnet,1207,13154.4950146068
66/12 kV,Barre 220/66 System,0.154,1.032,1.186,7.2,16.47,8.81,0,Interconnection studies in this area have identified adequate deliverability.,2165584,Dingy,12,Bolsa,1208,63022.387059165
66/12 kV,Santiago 220/66 System,1.495,0.011,1.506,8.89,17.26,8.47,0,Interconnection studies in this area have identified adequate deliverability.,2165585,Dime,12,Santiago,1209,42632.1807080277
12/4.16 kV,Big Creek 220/220 System,0,0,0,0.18,0,2.3,0.03,Interconnection studies in this area have identified inadequate deliverability.,2165586,Dinkey Creek,4,Dinkey Creek P.T.,1210,6845.75255602525
66/12 kV,Walnut 220/66 System,0.452,0.005,0.457,9.29,5.06,9.53,0.92,Interconnection studies in this area have identified adequate deliverability.,2165587,Diner,12,Railroad,1211,41006.4273831924
115/12 kV,Valley 'Ab' 500/115 System,0.768,0.18,0.947,6.97,14.19,9.01,0.06,Deliverability in this area has not been determined by previous interconnection studies.,2154428,Dill,12,Moreno,1212,34680.0591717397
12/4.16 kV,Lighthipe 220/66 System,0.116,0,0.116,1.38,8.81,2.18,0.09,Interconnection studies in this area have identified adequate deliverability.,2167231,Doyle,4,Oldfield,1213,16461.247485108
66/16 kV,Mesa 220/66 System,0.267,0,0.267,5.97,5.38,12.88,0.57,Interconnection studies in this area have identified adequate deliverability.,2146664,Dozier,16,Repetto,1214,10807.4880124571
66/12 kV,Santiago 220/66 System,1,0.81,1.81,8.95,4.55,9.59,0.94,Interconnection studies in this area have identified adequate deliverability.,2167233,Drachma,12,Santiago,1215,40574.3878693173
66/12 kV,Springville 220/66 System,1.048,0,1.048,3.76,30.11,8.87,0,Interconnection studies in this area have identified inadequate deliverability.,2167234,Drag,12,Porterville,1216,50794.9117206328
66/12 kV,Mira Loma 220/66 System,0.982,0.006,0.988,7.12,14.01,9,0.07,Interconnection studies in this area have identified adequate deliverability.,2149583,Diplomat,12,Chase,1217,63724.6723639709
66/12 kV,Windhub 220/66 System,10.262,0,10.262,4.47,229.59,0,0,Interconnection studies in this area have identified adequate deliverability.,2165588,Discovery,12,Goldtown,1218,144349.323437245
66/16 kV,Santa Clara 220/66 System,1.525,0.005,1.529,11.29,13.84,11.64,0.13,Interconnection studies in this area have identified adequate deliverability.,2145142,Ditch,16,Gonzales,1219,65115.3533338676
16/4.16 kV,Mesa 220/66 System,0.019,0,0.019,1.86,1.01,2.28,0.26,Interconnection studies in this area have identified adequate deliverability.,2145143,Ditman,4,Belvedere,1220,13495.0141879452
66/12 kV,San Bernardino 220/66 System,0.586,0,0.586,8.15,7.24,9.41,0.63,Interconnection studies in this area have identified adequate deliverability.,2149588,Dragon,12,San Bernardino,1221,52570.3821678475
66/12 kV,Vestal 220/66 System,1.047,0,1.047,5.57,144.39,1.96,0,Interconnection studies in this area have identified inadequate deliverability.,2146665,Drake,12,Pixley,1222,162998.638341878
66/12 kV,Mira Loma 220/66 System,0,0,0,6.88,0,10,1.03,Interconnection studies in this area have identified adequate deliverability.,2146666,Drambuie,12,Milliken,1223,48788.6730564423
66/12 kV,Hinson 220/66 System,8.25,0,8.25,4.5,5.55,9.75,0.43,Interconnection studies in this area have identified adequate deliverability.,2167235,Drift,12,Neptune,1224,33970.4649078765
66/12 kV,Olinda 220/66 System,0,0,0,3.07,0,10,0.46,Interconnection studies in this area have identified adequate deliverability.,2166852,Ditwood,12,La Habra,1225,16331.5839726661
66/12 kV,Antelope 220/66 System,1.472,0.565,2.037,7.84,27.15,7.87,0,Interconnection studies in this area have identified adequate deliverability.,2149585,Division,12,Rosamond,1226,51297.4824907605
66/12 kV,Barre 220/66 System,0.221,0,0.221,4.49,5.59,9.75,0.42,Interconnection studies in this area have identified adequate deliverability.,2149586,Divot,12,Gilbert,1227,38868.5657855331
12/4.16 kV,Barre 220/66 System,0.071,0,0.071,0.72,9.83,2.23,0.04,Interconnection studies in this area have identified adequate deliverability.,2145145,Doctrine,4,Cedarwood,1228,8923.77097625298
66/12 kV,Ellis 'A' 220/66 System,0.839,0.009,0.848,8.26,10.26,9.15,0.39,Interconnection studies in this area have identified adequate deliverability.,2146668,Driftwood,12,Wave,1229,65146.6344010605
115/12 kV,Vista 220/115 System,1.149,0.029,1.179,5.83,17.65,8.97,0,Interconnection studies in this area have identified adequate deliverability.,2149759,Dressen,12,Homart,1230,71251.3410438202
66/4.16 kV,Hinson 220/66 System,0.037,0,0.037,1.24,3.02,2.26,0.15,Interconnection studies in this area have identified adequate deliverability.,2149760,Drill,4,Bowl,1231,7890.29508844737
115/33 kV,Victor 220/115 System,0,0,0,12.22,0,27,1.83,Interconnection studies in this area have identified adequate deliverability.,2166853,Doble,33,Cottonwood,1232,81789.6461574607
